,index,Close1,rollover,dailyret,Soybean.price,hs,carry,b,Adjusted b
22,1991-05-02,582.25,0.0,0.0025828669823504,580.75,-1.0,-0.0496182341346269,,-0.14804837507881
23,1991-05-03,584.0,0.0,0.0030055817947617,582.25,-1.0,-0.0609465197271107,,-0.14804837507881
24,1991-05-06,585.0,0.0,0.0017123287671232,584.0,-1.0,-0.0416666666666655,,-0.14804837507881
25,1991-05-07,577.0,0.0,-0.0136752136752137,585.0,-1.0,0.356532356532355,,-0.14804837507881
26,1991-05-08,571.5,0.0,-0.0095320623916811,577.0,-1.0,0.267630982535663,,-0.14804837507881
27,1991-05-09,574.75,0.0,0.005686789151356,571.5,-1.0,-0.172973170020415,,-0.14804837507881
28,1991-05-10,564.5,0.0,-0.017833840800348,574.75,-1.0,0.591759262920638,,-0.14804837507881
29,1991-05-13,565.25,0.0,0.0013286093888396,564.5,-1.0,-0.0606178033658071,,-0.14804837507881
30,1991-05-14,563.0,0.0,-0.0039805395842547,565.25,-1.0,0.207556706893281,,-0.14804837507881
31,1991-05-15,562.0,1.0,-0.0017761989342806,563.0,-1.0,0.108052101835403,-0.14804837507881,-0.14804837507881
32,1991-05-16,573.0,0.0,0.0030634573304157,562.0,-1.0,-0.10662877781909,,-0.198061810534601
33,1991-05-17,572.25,0.0,-0.0013089005235602,563.0,-1.0,-0.0908619947252274,,-0.198061810534601
34,1991-05-20,571.75,0.0,-0.00087374399301,564.0,-1.0,-0.0796113362602726,,-0.198061810534601
35,1991-05-21,579.0,0.0,0.0126803672933975,563.5,-1.0,-0.161934338952972,,-0.198061810534601
36,1991-05-22,579.5,0.0,0.0008635578583765,564.0,-1.0,-0.164443088013022,,-0.198061810534601
37,1991-05-23,582.0,0.0,0.0043140638481449,579.5,-1.0,-0.0262438884095483,,-0.198061810534601
38,1991-05-24,574.0,0.0,-0.013745704467354,582.0,-1.0,0.0850369852641386,,-0.198061810534601
39,1991-05-28,577.0,0.0,0.0052264808362369,574.0,-1.0,-0.0346848273677546,,-0.198061810534601
40,1991-05-29,574.0,0.0,-0.0051993067590987,577.0,-1.0,0.0351434623531674,,-0.198061810534601
41,1991-05-30,578.25,0.0,0.0074041811846689,574.0,-1.0,-0.0509910591019658,,-0.198061810534601
42,1991-05-31,581.75,0.0,0.0060527453523562,578.25,-1.0,-0.0424856164155774,-0.198061810534601,-0.198061810534601
43,1991-06-03,585.25,0.0,0.0060163300386764,581.75,-1.0,-0.0448155196758549,,-0.179184824403999
44,1991-06-04,579.25,0.0,-0.0102520290474156,585.25,-1.0,0.0779581375480563,,-0.179184824403999
45,1991-06-05,580.5,0.0,0.0021579628830384,579.25,-1.0,-0.0167586479214683,,-0.179184824403999
46,1991-06-06,580.5,0.0,0.0,580.5,-1.0,0.0,,-0.179184824403999
47,1991-06-07,583.5,0.0,0.0051679586563307,580.5,-1.0,-0.0419178868791267,,-0.179184824403999
48,1991-06-10,572.5,0.0,-0.0188517566409597,583.5,-1.0,0.163830742236912,,-0.179184824403999
49,1991-06-11,573.25,0.0,0.0013100436681222,572.5,-1.0,-0.011662583874748,,-0.179184824403999
50,1991-06-12,573.5,0.0,0.0004361098996947,573.25,-1.0,-0.0039795028347148,,-0.179184824403999
51,1991-06-13,571.5,0.0,-0.003487358326068,573.5,-1.0,0.0326380971542267,,-0.179184824403999
52,1991-06-14,567.5,0.0,-0.0069991251093613,571.5,-1.0,0.067228438550444,-0.179184824403999,-0.179184824403999
53,1991-06-17,562.5,0.0,-0.0088105726872246,567.5,-1.0,0.0918816865953425,,-0.0753133361498381
54,1991-06-18,565.75,0.0,0.0057777777777777,562.5,-1.0,-0.0620261437908508,,-0.0753133361498381
55,1991-06-19,570.75,0.0,0.0088378258948298,565.75,-1.0,-0.0977517106549361,,-0.0753133361498381
56,1991-06-20,572.0,0.0,0.0021901007446342,570.75,-1.0,-0.0249808366184853,,-0.0753133361498381
57,1991-06-21,562.75,0.0,-0.0161713286713287,572.0,-1.0,0.190404353710805,,-0.0753133361498381
58,1991-06-24,566.0,0.0,0.0057752110173256,562.75,-1.0,-0.0752840007615671,,-0.0753133361498381
59,1991-06-25,563.0,0.0,-0.0053003533568904,566.0,-1.0,0.071652925009816,,-0.0753133361498381
60,1991-06-26,560.5,0.0,-0.0044404973357016,563.0,-1.0,0.0623377510588881,,-0.0753133361498381
61,1991-06-27,549.0,0.0,-0.0205173951828724,560.5,-1.0,0.299553969669938,,-0.0753133361498381
62,1991-06-28,528.0,0.0,-0.0382513661202186,549.0,-1.0,0.581739526411658,-0.0753133361498381,-0.0753133361498381
63,1991-07-01,532.5,0.0,0.0085227272727272,528.0,-1.0,-0.148133116883117,,-0.118713099485366
64,1991-07-02,531.25,0.0,-0.0023474178403755,532.5,-1.0,0.0428403755868551,,-0.118713099485366
65,1991-07-03,533.25,0.0,0.0037647058823529,531.25,-1.0,-0.0723219814241477,,-0.118713099485366
66,1991-07-05,530.0,0.0,-0.0060947022972339,533.25,-1.0,0.130856843440612,,-0.118713099485366
67,1991-07-08,520.75,0.0,-0.0174528301886792,530.0,-1.0,0.455020215633424,,-0.118713099485366
68,1991-07-09,523.0,0.0,0.0043206913106097,520.75,-1.0,-0.12131171756712,,-0.118713099485366
69,1991-07-10,525.5,0.0,0.0047801147227533,523.0,-1.0,-0.145395156150413,,-0.118713099485366
70,1991-07-11,521.25,0.0,-0.0080875356803044,525.5,-1.0,0.268359138482832,,-0.118713099485366
71,1991-07-12,527.0,0.0,0.011031175059952,521.25,-1.0,-0.402637889688252,,-0.118713099485366
72,1991-07-15,531.5,0.0,0.00853889943074,527.0,-1.0,-0.445242613174302,-0.118713099485366,-0.118713099485366
73,1991-07-16,547.5,1.0,0.0301034807149577,531.5,-1.0,-1.83129507682659,,-0.285544046200385
74,1991-07-17,535.75,0.0,-0.0142594296228151,547.5,-1.0,0.223809523809524,,-0.285544046200385
75,1991-07-18,521.5,0.0,-0.026598226784881,538.75,-1.0,0.343728674764569,,-0.285544046200385
76,1991-07-19,522.75,0.0,0.0023969319271332,527.0,-1.0,0.0891984359726294,,-0.285544046200385
77,1991-07-22,535.5,0.0,0.024390243902439,527.0,-1.0,-0.196236559139785,,-0.285544046200385
78,1991-07-23,560.0,0.0,0.0457516339869281,542.0,-1.0,-0.417992110955592,,-0.285544046200385
79,1991-07-24,549.0,0.0,-0.0196428571428571,560.0,-1.0,0.256058673469388,,-0.285544046200385
80,1991-07-25,549.25,0.0,0.000455373406193,549.0,-1.0,-0.0061559738244632,,-0.285544046200385
81,1991-07-26,562.5,0.0,0.0241238051888939,549.25,-1.0,-0.338661111305626,,-0.285544046200385
82,1991-07-29,582.0,0.0,0.0346666666666667,562.5,-1.0,-0.550144927536231,,-0.285544046200385
83,1991-07-30,575.25,0.0,-0.0115979381443299,582.0,-1.0,0.192420337394564,,-0.285544046200385
84,1991-07-31,583.0,0.0,0.0134724033029118,575.25,-1.0,-0.234163200264897,-0.285544046200385,-0.285544046200385
85,1991-08-01,614.0,0.0,0.0531732418524871,583.0,-1.0,-0.970411663807889,,-0.256612208770272
86,1991-08-02,637.0,0.0,0.0374592833876222,614.0,-1.0,-0.719612549288531,,-0.256612208770272
87,1991-08-05,591.5,0.0,-0.0714285714285714,637.0,-1.0,1.62946428571428,,-0.256612208770272
88,1991-08-06,569.5,0.0,-0.0371935756551141,591.5,-1.0,0.905043674274445,,-0.256612208770272
89,1991-08-07,557.25,0.0,-0.0215100965759438,569.5,-1.0,0.56079894644425,,-0.256612208770272
90,1991-08-08,555.5,0.0,-0.0031404217137729,557.25,-1.0,0.0881733788867047,,-0.256612208770272
91,1991-08-09,556.0,0.0,0.0009000900090009,555.5,-1.0,-0.0273777377737749,,-0.256612208770272
92,1991-08-12,558.5,0.0,0.0044964028776978,556.0,-1.0,-0.182354116706638,,-0.256612208770272
93,1991-08-13,548.5,0.0,-0.017905102954342,558.5,-1.0,0.816920322291854,,-0.256612208770272
94,1991-08-14,538.5,0.0,-0.0182315405651778,548.5,-1.0,0.950644615184267,,-0.256612208770272
95,1991-08-15,549.0,1.0,0.0194986072423398,538.5,-1.0,-1.186165273909,-0.256612208770272,-0.256612208770272
96,1991-08-16,549.25,0.0,-0.0054323223177908,549.0,-1.0,-0.0048885674488384,,-0.36011383849164
97,1991-08-19,531.75,0.0,-0.0318616294947656,548.0,-1.0,0.349143513068048,,-0.36011383849164
98,1991-08-20,532.25,0.0,0.000940291490362,528.0,-1.0,-0.0979324494949496,,-0.36011383849164
99,1991-08-21,562.25,0.0,0.0563644903710662,531.0,-1.0,-0.740713682706668,,-0.36011383849164
100,1991-08-22,571.25,0.0,0.0160071142730102,560.0,-1.0,-0.261878188775511,,-0.36011383849164
101,1991-08-23,567.75,0.0,-0.0061269146608315,571.25,-1.0,0.082826809303833,,-0.36011383849164
102,1991-08-26,582.75,0.0,0.0264200792602378,567.75,-1.0,-0.401805372082783,,-0.36011383849164
103,1991-08-27,574.75,0.0,-0.0137280137280137,582.75,-1.0,0.217857609161956,,-0.36011383849164
104,1991-08-28,570.5,0.0,-0.0073945193562418,574.75,-1.0,0.122681798410375,,-0.36011383849164
105,1991-08-29,568.5,0.0,-0.0035056967572305,570.5,-1.0,0.0609323483994816,,-0.36011383849164
106,1991-08-30,579.25,0.0,0.0189094107299912,568.5,-1.0,-0.345096745822339,-0.36011383849164,-0.36011383849164
107,1991-09-03,576.75,0.0,-0.0043159257660768,579.25,-1.0,0.0984570565386285,,-0.363126936942635
108,1991-09-04,583.5,0.0,0.011703511053316,576.75,-1.0,-0.284785435630687,,-0.363126936942635
109,1991-09-05,575.5,0.0,-0.0137103684661525,583.5,-1.0,0.357448892153261,,-0.363126936942635
110,1991-09-06,574.75,0.0,-0.0013032145960034,575.5,-1.0,0.0365902559647127,,-0.363126936942635
111,1991-09-09,576.5,0.0,0.0030448020878642,574.75,-1.0,-0.11113527620705,,-0.363126936942635
112,1991-09-10,573.0,0.0,-0.0060711188204683,576.5,-1.0,0.246217596607881,,-0.363126936942635
113,1991-09-11,582.75,0.0,0.0170157068062827,573.0,-1.0,-0.776341623036644,,-0.363126936942635
114,1991-09-12,589.25,0.0,0.0111540111540112,582.75,-1.0,-0.581602010173439,,-0.363126936942635
115,1991-09-13,592.0,1.0,0.0046669495120916,589.25,-1.0,-0.28390609531891,,-0.363126936942635
116,1991-09-16,609.0,0.0,0.019673503557974,592.0,-1.0,-0.163772170608108,-0.363126936942635,-0.363126936942635
117,1991-09-17,611.5,0.0,0.0041050903119868,602.0,-1.0,-0.0914280440858512,,-0.301531633923256
118,1991-09-18,617.5,0.0,0.0098119378577269,600.5,-1.0,-0.166662190110392,,-0.301531633923256
119,1991-09-19,603.5,0.0,-0.0226720647773279,609.0,-1.0,0.0540391396807454,,-0.301531633923256
120,1991-09-20,599.0,0.0,-0.0074565037282518,599.5,-1.0,0.005073672504865,,-0.301531633923256
121,1991-09-23,592.0,0.0,-0.011686143572621,599.0,-1.0,0.0748323228773098,,-0.301531633923256
122,1991-09-24,592.0,0.0,0.0,592.0,-1.0,0.0,,-0.301531633923256
123,1991-09-25,590.25,0.0,-0.002956081081081,592.0,-1.0,0.0196176289926287,,-0.301531633923256
124,1991-09-26,588.0,0.0,-0.0038119440914866,590.25,-1.0,0.0257659183961599,,-0.301531633923256
125,1991-09-27,585.25,0.0,-0.0046768707482993,588.0,-1.0,0.0322086381722504,,-0.301531633923256
126,1991-09-30,587.0,0.0,0.0029901751388295,585.25,-1.0,-0.0218282785134553,-0.301531633923256,-0.301531633923256
127,1991-10-01,588.5,0.0,0.0025553662691652,587.0,-1.0,-0.0190348711886803,,-0.194780115864705
128,1991-10-02,588.25,0.0,-0.0004248088360237,588.5,-1.0,0.0032303171905976,,-0.194780115864705
129,1991-10-03,577.5,0.0,-0.0182745431364216,588.25,-1.0,0.141919324357317,,-0.194780115864705
130,1991-10-04,581.75,0.0,0.0073593073593073,577.5,-1.0,-0.0583945040466787,,-0.194780115864705
131,1991-10-07,576.5,0.0,-0.0090244950580146,581.75,-1.0,0.0766032720040775,,-0.194780115864705
132,1991-10-08,572.0,0.0,-0.007805724197745,576.5,-1.0,0.0678354602899273,,-0.194780115864705
133,1991-10-09,569.75,0.0,-0.0039335664335664,572.0,-1.0,0.0350183353232136,,-0.194780115864705
134,1991-10-10,570.0,0.0,0.0004387889425186,569.75,-1.0,-0.0040039491004821,,-0.194780115864705
135,1991-10-11,545.5,0.0,-0.0429824561403509,570.0,-1.0,0.402271704903284,,-0.194780115864705
136,1991-10-14,548.0,0.0,0.0045829514207149,545.5,-1.0,-0.0464660352378045,,-0.194780115864705
137,1991-10-15,548.0,0.0,0.0,548.0,-1.0,0.0,-0.194780115864705,-0.194780115864705
138,1991-10-16,552.0,0.0,0.0072992700729927,548.0,-1.0,-0.0783598110777168,,-0.215958442432464
139,1991-10-17,547.25,0.0,-0.0086050724637681,552.0,-1.0,0.0951773166447075,,-0.215958442432464
140,1991-10-18,552.5,0.0,0.0095934216537231,547.25,-1.0,-0.109424965737781,,-0.215958442432464
141,1991-10-21,547.5,0.0,-0.0090497737556561,552.5,-1.0,0.113902324855671,,-0.215958442432464
142,1991-10-22,555.5,0.0,0.0146118721461187,547.5,-1.0,-0.190476190476192,,-0.215958442432464
143,1991-10-23,550.5,0.0,-0.009000900090009,555.5,-1.0,0.121678834550121,,-0.215958442432464
144,1991-10-24,548.25,0.0,-0.0040871934604904,550.5,-1.0,0.057377908195347,,-0.215958442432464
145,1991-10-25,541.25,0.0,-0.0127678978568171,548.25,-1.0,0.186411308709531,,-0.215958442432464
146,1991-10-28,549.0,0.0,0.0143187066974596,541.25,-1.0,-0.237560361116942,,-0.215958442432464
147,1991-10-29,556.75,0.0,0.0141165755919854,549.0,-1.0,-0.245359528146413,,-0.215958442432464
148,1991-10-30,552.5,0.0,-0.0076335877862595,556.75,-1.0,0.139312977099237,,-0.215958442432464
149,1991-10-31,558.0,0.0,0.0099547511312217,552.5,-1.0,-0.191236008573469,-0.215958442432464,-0.215958442432464
150,1991-11-01,567.25,0.0,0.0165770609318996,558.0,-1.0,-0.336145957785742,,-0.182189913675602
151,1991-11-04,563.75,0.0,-0.006170118995152,567.25,-1.0,0.150139562215367,,-0.182189913675602
152,1991-11-05,563.0,0.0,-0.001330376940133,563.75,-1.0,0.0346848273677545,,-0.182189913675602
153,1991-11-06,557.0,0.0,-0.0106571936056838,563.0,-1.0,0.299221205082662,,-0.182189913675602
154,1991-11-07,554.0,0.0,-0.0053859964093357,557.0,-1.0,0.163824057450627,,-0.182189913675602
155,1991-11-08,554.0,0.0,0.0,554.0,-1.0,0.0,,-0.182189913675602
156,1991-11-11,546.25,0.0,-0.0139891696750903,554.0,-1.0,0.638255866425992,,-0.182189913675602
157,1991-11-12,546.25,0.0,0.0,546.25,-1.0,0.0,,-0.182189913675602
158,1991-11-13,556.25,1.0,0.0183066361556064,546.25,-1.0,-1.11365369946605,,-0.182189913675602
159,1991-11-14,564.5,0.0,0.0125560538116592,556.25,-1.0,-0.0784562774792379,,-0.182189913675602
160,1991-11-15,554.5,0.0,-0.0177147918511957,564.5,-1.0,0.0950867503777418,-0.182189913675602,-0.182189913675602
161,1991-11-18,568.0,0.0,0.024346257889991,554.75,-1.0,-0.134121399105626,,-0.22238537462926
162,1991-11-19,562.75,0.0,-0.0092429577464788,568.0,-1.0,0.0527137433978873,,-0.22238537462926
163,1991-11-20,564.5,0.0,0.0031097290093291,565.25,-1.0,0.0076872854404918,,-0.22238537462926
164,1991-11-21,559.75,0.0,-0.0084145261293179,564.5,-1.0,0.0495371296322755,,-0.22238537462926
165,1991-11-22,560.75,0.0,0.0017865118356409,559.75,-1.0,-0.0106897839345721,,-0.22238537462926
166,1991-11-25,564.75,0.0,0.0071333036112349,560.75,-1.0,-0.0448906175534609,,-0.22238537462926
167,1991-11-26,563.25,0.0,-0.0026560424966799,564.75,-1.0,0.0170079914261084,,-0.22238537462926
168,1991-11-27,563.75,0.0,0.0008877052818464,563.25,-1.0,-0.0057859362120341,,-0.22238537462926
169,1991-11-29,557.0,0.0,-0.0119733924611973,563.75,-1.0,0.0809312638580931,-0.22238537462926,-0.22238537462926
170,1991-12-02,564.5,0.0,0.0134649910233393,557.0,-1.0,-0.0963670926180166,,-0.182106605256135
171,1991-12-03,555.5,0.0,-0.0159433126660762,564.5,-1.0,0.116386182462356,,-0.182106605256135
172,1991-12-04,562.75,0.0,0.0130513051305131,555.5,-1.0,-0.0972189055640254,,-0.182106605256135
173,1991-12-05,557.75,0.0,-0.0088849400266548,562.75,-1.0,0.0675625647860213,,-0.182106605256135
174,1991-12-06,555.25,0.0,-0.0044822949350067,557.75,-1.0,0.0348093117293076,,-0.182106605256135
175,1991-12-09,554.0,0.0,-0.0022512381809995,555.25,-1.0,0.0186750440014739,,-0.182106605256135
176,1991-12-10,548.0,0.0,-0.0108303249097473,554.0,-1.0,0.0919318277222739,,-0.182106605256135
177,1991-12-11,548.25,0.0,0.000456204379562,548.0,-1.0,-0.0039646332985741,,-0.182106605256135
178,1991-12-12,544.0,0.0,-0.0077519379844961,548.25,-1.0,0.0690111552278315,,-0.182106605256135
179,1991-12-13,553.0,0.0,0.0165441176470588,544.0,-1.0,-0.150965073529412,-0.182106605256135,-0.182106605256135
180,1991-12-16,550.75,0.0,-0.0040687160940325,553.0,-1.0,0.0401373344411323,,-0.203335389589671
181,1991-12-17,550.75,0.0,0.0,550.75,-1.0,0.0,,-0.203335389589671
182,1991-12-18,552.75,0.0,0.0036314117113027,550.75,-1.0,-0.0378704364178717,,-0.203335389589671
183,1991-12-19,553.0,0.0,0.0004522840343735,552.75,-1.0,-0.0048554021337176,,-0.203335389589671
184,1991-12-20,556.75,0.0,0.0067811934900542,553.0,-1.0,-0.0750041098142375,,-0.203335389589671
185,1991-12-23,563.75,0.0,0.0125729681185451,556.75,-1.0,-0.152971112108966,,-0.203335389589671
186,1991-12-24,562.0,0.0,-0.0031042128603104,563.75,-1.0,0.039070265310803,,-0.203335389589671
187,1991-12-26,564.75,0.0,0.0048932384341637,562.0,-1.0,-0.0661493343877697,,-0.203335389589671
188,1991-12-27,562.5,0.0,-0.0039840637450199,564.75,-1.0,0.0559301256512411,,-0.203335389589671
189,1991-12-30,552.5,0.0,-0.0177777777777778,562.5,-1.0,0.282125603864734,,-0.203335389589671
190,1991-12-31,554.75,0.0,0.0040723981900452,552.5,-1.0,-0.0675647881530232,-0.203335389589671,-0.203335389589671
191,1992-01-02,549.5,0.0,-0.0094637223974763,554.75,-1.0,0.172712933753944,,-0.289721494691805
192,1992-01-03,551.0,0.0,0.002729754322111,549.5,-1.0,-0.052440017240553,,-0.289721494691805
193,1992-01-06,558.0,0.0,0.0127041742286751,551.0,-1.0,-0.289813974591651,,-0.289721494691805
194,1992-01-07,556.75,0.0,-0.0022401433691756,558.0,-1.0,0.0545101553166078,,-0.289721494691805
195,1992-01-08,564.75,0.0,0.0143691064211944,556.75,-1.0,-0.374623131695425,,-0.289721494691805
196,1992-01-09,563.75,0.0,-0.0017706949977866,564.75,-1.0,0.0497156672455466,,-0.289721494691805
197,1992-01-10,561.5,0.0,-0.0039911308203991,563.75,-1.0,0.121396895787141,,-0.289721494691805
198,1992-01-13,563.5,0.0,0.0035618878005342,561.5,-1.0,-0.144454338577226,,-0.289721494691805
199,1992-01-14,557.25,0.0,-0.0110913930789707,563.5,-1.0,0.506044809228037,,-0.289721494691805
200,1992-01-15,567.75,0.0,0.018842530282638,557.25,-1.0,-0.982503364737555,-0.289721494691805,-0.289721494691805
201,1992-01-16,568.75,1.0,0.0017613386173491,567.75,-1.0,-0.107148099222075,,-0.332503241474408
202,1992-01-17,579.0,0.0,0.0126803672933975,568.75,-1.0,-0.104413047270189,,-0.332503241474408
203,1992-01-20,573.75,0.0,-0.0090673575129533,576.75,-1.0,0.0316428261811878,,-0.332503241474408
204,1992-01-21,578.25,0.0,0.0078431372549019,571.0,-1.0,-0.0785493781352963,,-0.332503241474408
205,1992-01-22,576.5,0.0,-0.0030263726761781,575.5,-1.0,-0.0109350190239367,,-0.332503241474408
206,1992-01-23,572.75,0.0,-0.0065047701647875,570.0,-1.0,-0.0308941212680822,,-0.332503241474408
207,1992-01-24,581.5,0.0,0.0152771715408119,572.625,-1.0,-0.101018960301869,,-0.332503241474408
208,1992-01-27,576.75,0.0,-0.0081685296646603,581.375,-1.0,0.054786351484566,,-0.332503241474408
209,1992-01-28,581.5,0.0,0.0082358040745557,576.625,-1.0,-0.0593431606329932,,-0.332503241474408
210,1992-01-29,576.25,0.0,-0.0090283748925193,581.375,-1.0,0.0630899532464025,,-0.332503241474408
211,1992-01-30,572.75,0.0,-0.0060737527114967,576.1875,-1.0,0.0435513613190147,,-0.332503241474408
212,1992-01-31,572.0,0.0,-0.0013094718463553,572.625,-1.0,0.0081302986158441,-0.332503241474408,-0.332503241474408
213,1992-02-03,577.5,0.0,0.0096153846153846,572.0,-1.0,-0.0762959866220733,,-0.307612443190722
214,1992-02-04,577.75,0.0,0.0004329004329004,577.375,-1.0,-0.0052680955473771,,-0.307612443190722
215,1992-02-05,576.25,0.0,-0.0025962786672436,577.625,-1.0,0.0197468080502054,,-0.307612443190722
216,1992-02-06,573.25,0.0,-0.0052060737527115,576.1875,-1.0,0.0432751370400363,,-0.307612443190722
217,1992-02-07,570.5,0.0,-0.0047972088966419,573.1875,-1.0,0.0407469715614952,,-0.307612443190722
218,1992-02-10,578.75,0.0,0.0144609991235758,570.375,-1.0,-0.137420837618075,,-0.307612443190722
219,1992-02-11,566.5,0.0,-0.0211663066954644,578.625,-1.0,0.201276847335448,,-0.307612443190722
220,1992-02-12,570.0,0.0,0.0061782877316857,566.375,-1.0,-0.0631386186451287,,-0.307612443190722
221,1992-02-13,570.25,0.0,0.000438596491228,570.0,-1.0,-0.0044468810916185,,-0.307612443190722
222,1992-02-14,568.5,0.0,-0.0030688294607628,570.1875,-1.0,0.0308639075492082,-0.307612443190722,-0.307612443190722
223,1992-02-18,572.5,0.0,0.0070360598065083,568.375,-1.0,-0.0854515916201396,,-0.414498813879619
224,1992-02-19,577.25,0.0,0.008296943231441,572.375,-1.0,-0.10362524568683,,-0.414498813879619
225,1992-02-20,577.75,0.0,0.0008661758336942,577.1875,-1.0,-0.0122659298396277,,-0.414498813879619
226,1992-02-21,576.75,0.0,-0.001730852444829,577.625,-1.0,0.0197468080502058,,-0.414498813879619
227,1992-02-24,580.0,0.0,0.0056350238404854,576.625,-1.0,-0.0854541513115095,,-0.414498813879619
228,1992-02-25,577.25,0.0,-0.0047413793103448,580.0,-1.0,0.0721084770114938,,-0.414498813879619
229,1992-02-26,572.75,0.0,-0.0077955825032481,577.1875,-1.0,0.12200748569949,,-0.414498813879619
230,1992-02-27,573.75,0.0,0.001745962461807,572.625,-1.0,-0.0325951062689762,,-0.414498813879619
231,1992-02-28,580.25,0.0,0.0113289760348584,573.625,-1.0,-0.200738826801152,-0.414498813879619,-0.414498813879619
232,1992-03-02,583.5,0.0,0.0056010340370529,580.1875,-1.0,-0.115773157623854,,-0.405647038159224
233,1992-03-03,581.25,0.0,-0.0038560411311054,583.375,-1.0,0.0782086993786146,,-0.405647038159224
234,1992-03-04,590.0,0.0,0.0150537634408602,581.1875,-1.0,-0.34590412947629,,-0.405647038159224
235,1992-03-05,588.25,0.0,-0.0029661016949152,590.0,-1.0,0.0721751412429388,,-0.405647038159224
236,1992-03-06,591.25,0.0,0.0050998725031874,588.1875,-1.0,-0.135745404314101,,-0.405647038159224
237,1992-03-09,592.5,0.0,0.0021141649048625,591.1875,-1.0,-0.0736672144854839,,-0.405647038159224
238,1992-03-10,588.5,0.0,-0.0067510548523206,592.375,-1.0,0.238763452205106,,-0.405647038159224
239,1992-03-11,591.5,0.0,0.0050977060322854,588.375,-1.0,-0.215400231333951,,-0.405647038159224
240,1992-03-12,585.75,0.0,-0.0097210481825866,591.375,-1.0,0.433972733037411,,-0.405647038159224
241,1992-03-13,589.75,0.0,0.0068288518992744,585.625,-1.0,-0.367281597804546,-0.405647038159224,-0.405647038159224
242,1992-03-16,585.75,1.0,-0.0067825349724459,589.625,-1.0,0.599692601229596,,-0.375518382181632
243,1992-03-17,595.25,0.0,0.0046413502109704,585.625,-1.0,-0.0952211549863629,,-0.375518382181632
244,1992-03-18,596.75,0.0,0.0025199496010079,588.625,-1.0,-0.0812616883250327,,-0.375518382181632
245,1992-03-19,599.0,0.0,0.0037704231252618,591.0,-1.0,-0.0809963662589108,,-0.375518382181632
246,1992-03-20,585.5,0.0,-0.0225375626043406,593.0,-1.0,0.0769392917369309,,-0.375518382181632
247,1992-03-23,587.25,0.0,0.0029888983774551,594.0,-1.0,0.0727671451355661,,-0.375518382181632
248,1992-03-24,586.0,0.0,-0.0021285653469561,587.25,-1.0,0.0138736848506964,,-0.375518382181632
249,1992-03-25,588.5,0.0,0.0042662116040955,586.0,-1.0,-0.0283121315544517,,-0.375518382181632
250,1992-03-26,586.0,0.0,-0.0042480883602378,588.5,-1.0,0.0287139305830897,,-0.375518382181632
251,1992-03-27,584.25,0.0,-0.0029863481228668,586.0,-1.0,0.0205663597140834,,-0.375518382181632
252,1992-03-30,585.75,0.0,0.0025673940949935,584.25,-1.0,-0.0187419768934526,,-0.375518382181632
